source,target,relation
https://ontology.tesseract.academy/modip/object/50017c67-2f75-3e64-a00d-326e595d9b5c,https://ontology.tesseract.academy/modip/object/5b01618d-bc66-303e-827c-f12d3f625280,P67_refers_to
https://ontology.tesseract.academy/modip/object/a83f0c3c-2b66-3986-ab76-700a0fd04e9f,https://ontology.tesseract.academy/modip/object/9cdd14b6-0b45-31b0-91c2-978e3a205a6e,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/9cdd14b6-0b45-31b0-91c2-978e3a205a6e,https://ontology.tesseract.academy/modip/object/a83f0c3c-2b66-3986-ab76-700a0fd04e9f,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/8ea50931-1af1-31fc-99c0-d90f5cab6d38,https://ontology.tesseract.academy/modip/object/77468407-c4d7-345f-b481-2ed13c5a0fda,P67_refers_to
https://ontology.tesseract.academy/modip/object/77468407-c4d7-345f-b481-2ed13c5a0fda,https://ontology.tesseract.academy/modip/object/8ea50931-1af1-31fc-99c0-d90f5cab6d38,P67_refers_to
https://ontology.tesseract.academy/modip/object/8ba5c7b5-8b78-3684-8109-22e6b061b011,https://ontology.tesseract.academy/modip/object/0706d9f5-8e9b-32d7-a00e-4aafe8ba3aab,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/ca63a8f7-f9c3-32ba-91e7-964f27147da6,https://ontology.tesseract.academy/modip/object/c4de76ff-401a-32ad-a08a-ca9a89e8a896,P67_refers_to
https://ontology.tesseract.academy/modip/object/c4de76ff-401a-32ad-a08a-ca9a89e8a896,https://ontology.tesseract.academy/modip/object/ca63a8f7-f9c3-32ba-91e7-964f27147da6,P67_refers_to
https://ontology.tesseract.academy/modip/object/04a67def-6e65-3c4b-810e-417d219bfd29,https://ontology.tesseract.academy/modip/object/fff8dde9-f66c-3132-8ecf-635ead86af79,P67_refers_to
https://ontology.tesseract.academy/modip/object/6626d879-6c4d-3baf-849d-2ef649d48284,https://ontology.tesseract.academy/modip/object/fff8dde9-f66c-3132-8ecf-635ead86af79,P67_refers_to
https://ontology.tesseract.academy/modip/object/e9567887-b2a1-3bf9-8a35-5fe61ceeb709,https://ontology.tesseract.academy/modip/object/fff8dde9-f66c-3132-8ecf-635ead86af79,P67_refers_to
https://ontology.tesseract.academy/modip/object/97fed405-b0f2-3812-98f5-aa15416a8967,https://ontology.tesseract.academy/modip/object/6a203e6d-675a-3b21-8c5d-f96e28243ad5,P67_refers_to
https://ontology.tesseract.academy/modip/object/47ca2ad2-d1cf-390e-8b7b-14789ed2d9ee,https://ontology.tesseract.academy/modip/object/d5ae79dc-2ff3-303b-a570-982a04b05623,P67_refers_to
https://ontology.tesseract.academy/modip/object/d5ae79dc-2ff3-303b-a570-982a04b05623,https://ontology.tesseract.academy/modip/object/47ca2ad2-d1cf-390e-8b7b-14789ed2d9ee,P67_refers_to
